"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.37199562983546e-206,0.4014743565397,0.78,0.511,3.28071595006255e-202,"ProMyelo","TPI1"
1.37581232431908e-206,-0.508673655935147,0.027,0.291,3.28984242991177e-202,"ProMyelo","CD69"
2.14330715463006e-205,0.380498245177543,0.584,0.319,5.1250760681514e-201,"ProMyelo","LCP1"
5.75085035558014e-202,-0.522330078842185,0.048,0.314,1.37514333702632e-197,"ProMyelo","PPP1R16B"
3.03050759314821e-201,-0.654014659271467,0.101,0.376,7.24654975673601e-197,"ProMyelo","AC002454.1"
4.0993733234947e-201,0.280610836029703,1,0.997,9.80242149114054e-197,"ProMyelo","RPL24"
5.17995435116682e-201,0.398383791095318,0.917,0.772,1.23863068445101e-196,"ProMyelo","MYL6"
6.1385209882809e-200,-0.370524238064585,1,1,1.46784313871773e-195,"ProMyelo","EEF1A1"
6.61549566511531e-199,0.25415384141044,1,1,1.58189732344237e-194,"ProMyelo","RPS3A"
1.34745711887941e-197,0.404548398730799,0.778,0.476,3.22203946266445e-193,"ProMyelo","LRMDA"
3.64166687567004e-197,-0.57027413652893,0.028,0.283,8.7079538331022e-193,"ProMyelo","INPP4B"
5.20448645942988e-197,-0.717443686074766,0.325,0.567,1.24449680217887e-192,"ProMyelo","MEF2C"
9.37323315201829e-197,-0.609036818504218,0.052,0.312,2.24132751131061e-192,"ProMyelo","KIAA1211"
2.6269298884617e-196,-0.45072123895938,0.265,0.545,6.28151474928961e-192,"ProMyelo","PNN"
2.9405692161412e-196,0.299574477997265,1,0.999,7.03148910963684e-192,"ProMyelo","RPL9"
1.00835552306424e-194,-0.521480255605458,0.363,0.623,2.4111797267512e-190,"ProMyelo","TCF12"
1.62091920909963e-194,-0.564244416407051,0.338,0.591,3.87594201279903e-190,"ProMyelo","TNRC6B"
7.8376700586311e-193,-0.473027636812691,0.416,0.662,1.87414366441987e-188,"ProMyelo","CIRBP"
8.13503516806128e-193,-0.484606115024386,0.296,0.566,1.94524960938681e-188,"ProMyelo","ASH1L"
1.28732637258018e-192,-0.566878710481373,0.017,0.263,3.07825482211373e-188,"ProMyelo","ANGPT1"
1.47034377661729e-192,0.380798577650689,0.656,0.407,3.51588603864727e-188,"ProMyelo","DDT"
1.65793435756587e-192,0.387766635334295,0.882,0.742,3.9644526358115e-188,"ProMyelo","COMMD6"
1.49979731250143e-191,0.301271579814542,0.358,0.148,3.58631533365341e-187,"ProMyelo","ZFP36"
3.3719072120509e-190,0.390041659681598,0.658,0.408,8.06290452545612e-186,"ProMyelo","POLR2L"
3.98603672438584e-190,-0.717723065757835,0.495,0.7,9.53141101535143e-186,"ProMyelo","ELMO1"
1.29096359100685e-189,-0.851047346926724,0.322,0.544,3.08695213881557e-185,"ProMyelo","RNF220"
1.6319819135147e-189,-0.470903511161852,0.518,0.733,3.90239515159636e-185,"ProMyelo","SRSF5"
1.12940338965133e-187,0.396121379314442,0.683,0.43,2.70062938533426e-183,"ProMyelo","PPIB"
5.46752870781748e-186,0.391101409290265,0.854,0.688,1.30739546461332e-181,"ProMyelo","ARPC2"
5.26649450316214e-185,-0.460836076757302,0.749,0.885,1.25932416559613e-180,"ProMyelo","EIF3E"
9.38578458394572e-185,-1.49567300755297,0.238,0.477,2.2443288097131e-180,"ProMyelo","IGLL1"
1.16868908783455e-183,-0.460928247896489,0.108,0.37,2.79456934682999e-179,"ProMyelo","ZMYND8"
1.62767154050064e-183,-0.616457178305692,0.03,0.272,3.89208818764512e-179,"ProMyelo","PRKG1"
1.88257610582222e-183,0.399430308433959,0.776,0.543,4.50161598424208e-179,"ProMyelo","COX8A"
2.18884810930458e-183,-0.518844364690823,0.148,0.412,5.23397359896912e-179,"ProMyelo","SOS1"
4.04207321889996e-183,-0.690576751661479,0.289,0.535,9.66540548103359e-179,"ProMyelo","GAB2"
6.65842917222765e-183,-1.26247829379887,0.105,0.355,1.59216358366307e-178,"ProMyelo","BACH2"
1.72794957511844e-180,-0.452572094019624,0.524,0.745,4.13187302402321e-176,"ProMyelo","RBM39"
5.43372017203927e-180,-0.376618374256509,0.995,0.996,1.29931116753803e-175,"ProMyelo","RPL5"
6.85470386869139e-180,-0.492254644583418,0.159,0.42,1.63909678908149e-175,"ProMyelo","ITPR2"
9.7105048420994e-180,-0.497848431536335,0.02,0.255,2.32197591784281e-175,"ProMyelo","CHRM3"
2.5940580805097e-179,0.382101737024613,0.709,0.439,6.2029116821148e-175,"ProMyelo","CD44"
1.20830868671925e-176,0.346243214655571,0.602,0.351,2.88930773168308e-172,"ProMyelo","P4HB"
1.96284527227532e-175,0.262448443469737,1,0.998,4.69355561506473e-171,"ProMyelo","RPL10A"
7.03784180787996e-175,0.364988041811835,0.572,0.333,1.68288873310026e-170,"ProMyelo","CD63"
1.83096926816798e-174,-0.740465262720309,0.17,0.411,4.37821371404326e-170,"ProMyelo","RCSD1"
1.98528197836194e-174,-0.87379925256098,0.009,0.234,4.74720626665908e-170,"ProMyelo","MME"
8.14250102594438e-174,-0.467702327176946,0.129,0.385,1.94703484532382e-169,"ProMyelo","NDUFAF6"
8.5335856178225e-174,-0.639447053417646,0.008,0.231,2.04055099293372e-169,"ProMyelo","CD79A"
2.91025701217841e-173,0.357762094168529,0.605,0.373,6.95900656752101e-169,"ProMyelo","PGLS"
9.74402681451943e-173,-0.463793291184164,0.122,0.377,2.32999169188789e-168,"ProMyelo","PKD2"
1.50137647453711e-172,-1.2012277174526,0.011,0.235,3.59009142591315e-168,"ProMyelo","VPREB3"
3.33776979317443e-172,-0.465590567267508,0.144,0.399,7.98127512943869e-168,"ProMyelo","STRBP"
1.19745393769643e-170,0.264995659934758,0.272,0.102,2.8633518558197e-166,"ProMyelo","RGCC"
1.38551870526585e-170,-0.413053974654379,0.176,0.435,3.3130523280317e-166,"ProMyelo","EIF4A2"
4.04947152503902e-170,-0.505446529040033,0.035,0.267,9.68309631067331e-166,"ProMyelo","ST8SIA6"
7.12616850911098e-170,0.373523826361716,0.76,0.567,1.70400941389862e-165,"ProMyelo","ATP5F1D"
2.20029897397911e-168,-0.536566741275815,0.112,0.356,5.26135490657885e-164,"ProMyelo","GLRX"
2.42039859142645e-168,-0.418620863347294,0.069,0.31,5.78765711181894e-164,"ProMyelo","ZEB1"
2.61812606950932e-168,-0.438666400298314,0.253,0.509,6.26046305741068e-164,"ProMyelo","CHD9"
3.34446389176947e-168,0.356441489811879,0.998,0.99,7.99728205799916e-164,"ProMyelo","MT-ND1"
4.25967726032017e-168,-0.472478902260189,0.144,0.396,1.01857402648776e-163,"ProMyelo","MAPRE2"
1.77697484237579e-167,0.357222161904775,0.919,0.83,4.249102243089e-163,"ProMyelo","TOMM7"
2.43728652538594e-167,-0.472696629394833,0.343,0.583,5.82803953950286e-163,"ProMyelo","EXOC4"
4.79912497681595e-167,0.326810271595127,0.346,0.152,1.14756676445623e-162,"ProMyelo","AC007952.4"
6.01694141535608e-167,0.373352255395908,0.71,0.495,1.43877103123995e-162,"ProMyelo","NDUFA11"
1.09852511156472e-166,-0.417783396660567,0.194,0.451,2.62679324677356e-162,"ProMyelo","PTBP2"
2.78136241200385e-166,-0.665410168495697,0.082,0.319,6.65079379958361e-162,"ProMyelo","PHTF1"
3.06434670129704e-166,-0.52158483335952,0.414,0.635,7.32746583214148e-162,"ProMyelo","SMYD3"
3.76435253688042e-166,-0.455872891585984,0.6,0.777,9.00131978618845e-162,"ProMyelo","CCNI"
4.76828345574363e-166,-1.19860378590427,0.013,0.231,1.14019193993742e-161,"ProMyelo","AKAP12"
4.27082455965869e-164,0.329069566413985,0.946,0.871,1.02123956870559e-159,"ProMyelo","UQCRH"
7.58261326128275e-164,-0.872371859624118,0.009,0.224,1.81315448303793e-159,"ProMyelo","LTB"
1.13668663271094e-163,-0.404124999796849,0.091,0.332,2.71804507613839e-159,"ProMyelo","SCAI"
1.97409450588509e-163,-0.972155648165408,0.25,0.471,4.72045478247244e-159,"ProMyelo","LAPTM5"
2.97391341934134e-163,0.423569432070355,0.601,0.355,7.11122176832901e-159,"ProMyelo","TEX14"
2.33015198388597e-162,-0.426887204684193,0.042,0.268,5.57185942386813e-158,"ProMyelo","TOX"
3.01907809184615e-162,-0.425052591788156,0.098,0.339,7.21921953322252e-158,"ProMyelo","SOD2"
6.71358396181551e-162,0.356344750150284,0.955,0.862,1.60535219694932e-157,"ProMyelo","OAZ1"
6.22388507320165e-159,-0.452290903356134,0.018,0.231,1.48825539870398e-154,"ProMyelo","P2RY14"
2.74364861588046e-158,-0.489596035942575,0.227,0.47,6.56061257029336e-154,"ProMyelo","FTX"
2.83834141128211e-158,-0.585325034211671,0.095,0.328,6.78704198265779e-154,"ProMyelo","STXBP5"
3.30626658480479e-158,-1.23602914073029,0.057,0.274,7.90594465758522e-154,"ProMyelo","CD79B"
9.41485836523679e-158,0.337538437518478,0.537,0.311,2.25128093229542e-153,"ProMyelo","BLOC1S1"
2.25698203914033e-157,-0.452172124399433,0.273,0.519,5.39689545199235e-153,"ProMyelo","RAP1B"
4.60631370463689e-157,-0.369830691019651,0.021,0.233,1.10146173305277e-152,"ProMyelo","ABLIM1"
7.23504645752562e-157,0.347402947964076,0.854,0.716,1.73004430892353e-152,"ProMyelo","OST4"
9.09208885070289e-157,-0.384868065129986,0.248,0.501,2.17410028598008e-152,"ProMyelo","NCOR1"
2.76988948400258e-156,-0.421012705743088,0.239,0.483,6.62335973414697e-152,"ProMyelo","USP34"
2.26009931546591e-155,0.358174739059265,0.793,0.604,5.40434948314209e-151,"ProMyelo","ELOB"
4.31911612098326e-155,-0.490886700187907,0.346,0.571,1.03278704684952e-150,"ProMyelo","CDC42SE2"
1.92722021697732e-154,0.297540712411573,0.47,0.253,4.60836898283616e-150,"ProMyelo","ATOX1"
2.03705375442896e-154,-0.41183334017953,0.02,0.229,4.87100293759052e-150,"ProMyelo","PDZD2"
3.30658758479966e-154,-0.399619920359461,0.033,0.247,7.90671223277295e-150,"ProMyelo","SLC12A6"
5.29989111679967e-154,-0.564507722801763,0.318,0.537,1.26730996384914e-149,"ProMyelo","SSH2"
5.07966308208715e-153,-0.611041268368042,0.309,0.526,1.21464903618868e-148,"ProMyelo","APBB1IP"
5.51084940778954e-153,-0.36422261885487,0.005,0.205,1.31775431039064e-148,"ProMyelo","SOCS2"
2.8767056626208e-152,-0.430263375178181,0.16,0.4,6.87877858045885e-148,"ProMyelo","AKT3"
3.40173707230835e-152,-0.424356788951418,0.154,0.391,8.13423368730373e-148,"ProMyelo","PHACTR4"
4.27332193248613e-152,-0.468371511056593,0.007,0.207,1.02183674049608e-147,"ProMyelo","PBX1"
5.67983944467207e-152,-0.777621509646292,0.25,0.459,1.35816320800999e-147,"ProMyelo","SPINK2"
7.34925765242663e-152,-0.412137604460165,0.18,0.419,1.75735448984826e-147,"ProMyelo","ZMYM2"
9.42044264071949e-152,-0.687374162391107,0.475,0.654,2.25261624424884e-147,"ProMyelo","SOX4"
2.07499019537807e-151,-0.432650506227805,0.089,0.318,4.96171655518803e-147,"ProMyelo","RNF125"
4.53769057949842e-151,-0.428974672047541,0.262,0.5,1.08505257136966e-146,"ProMyelo","BRAF"
1.01716581613852e-150,-0.409315455766774,0.015,0.218,2.43224689955043e-146,"ProMyelo","HOPX"
2.9580920499515e-150,-0.425776136995203,0.231,0.469,7.07338970984403e-146,"ProMyelo","N4BP2L2"
4.25229473657625e-150,0.336433220239938,0.701,0.465,1.01680871741011e-145,"ProMyelo","NAA38"
8.40371625812312e-150,-0.387268870271695,0.944,0.966,2.0094966316424e-145,"ProMyelo","NPM1"
8.76698616858238e-150,-0.40231604850785,0.136,0.371,2.09636173263142e-145,"ProMyelo","MAPK8"
1.07023847324558e-149,-0.522670886462069,0.26,0.484,2.55915423722482e-145,"ProMyelo","HLA-E"
1.12126031556737e-149,-0.393285657912312,0.643,0.798,2.68115766658468e-145,"ProMyelo","SUMO2"
1.51123976256115e-148,-0.364499806714175,0.063,0.283,3.61367652023622e-144,"ProMyelo","ST3GAL1"
1.5968956567346e-148,0.295070016751372,0.439,0.232,3.81849689438377e-144,"ProMyelo","LAMTOR2"
2.2906817814599e-148,-0.43019031925441,0.271,0.506,5.47747827582691e-144,"ProMyelo","ARID4B"
2.9681858645268e-148,0.252599916906995,0.358,0.167,7.09752603925647e-144,"ProMyelo","SPI1"
9.72431866362216e-148,-0.455630639363183,0.189,0.424,2.32527907884533e-143,"ProMyelo","ITPR1"
1.53165146564441e-147,-0.416282129563098,0.141,0.373,3.66248498464892e-143,"ProMyelo","ZMIZ1"
2.0626024824303e-147,-0.424593242926669,0.365,0.589,4.93209505598733e-143,"ProMyelo","BPTF"
6.85087037695239e-147,-0.714372077156614,0.027,0.229,1.63818012453685e-142,"ProMyelo","LINC01374"
7.28655683378265e-147,0.338126840252518,0.649,0.42,1.74236147009411e-142,"ProMyelo","ATP5MC1"
1.18163482019533e-146,0.269013243661501,0.794,0.472,2.82552518205108e-142,"ProMyelo","ATP8B4"
1.27109385395663e-146,-0.643792829260003,0.401,0.589,3.03943962358109e-142,"ProMyelo","CD99"
1.58074366291918e-146,0.29300844393626,0.425,0.219,3.77987424677235e-142,"ProMyelo","EMB"
2.06611275054206e-146,-0.500583404911075,0.705,0.854,4.94048880909618e-142,"ProMyelo","UBB"
1.52190081939112e-144,0.28163328634574,0.461,0.238,3.63916923932805e-140,"ProMyelo","HDAC9"
1.54879131677595e-144,-0.449335128626366,0.064,0.278,3.70346979667466e-140,"ProMyelo","MAML2"
1.68964965844762e-144,-0.4454092071847,0.321,0.545,4.04029026327995e-140,"ProMyelo","USP15"
5.41161870383037e-144,0.333873495929327,0.638,0.425,1.29402626445992e-139,"ProMyelo","HIGD2A"
2.00282853266734e-143,-1.02205138317273,0.012,0.204,4.78916358731415e-139,"ProMyelo","XACT"
2.59535664368616e-143,-0.418229745007376,0.149,0.377,6.20601680638235e-139,"ProMyelo","ATP2C1"
4.75866154729683e-143,-0.383035087098143,0.065,0.279,1.13789114918962e-138,"ProMyelo","CCM2"
5.61849336141868e-142,-0.390615207941617,0.268,0.498,1.34349413258243e-137,"ProMyelo","SH3BGRL"
4.04408510480822e-141,0.301878006576602,0.528,0.304,9.67021630261742e-137,"ProMyelo","APLP2"
1.095816827131e-140,-0.651739927357452,0.131,0.344,2.62031719703564e-136,"ProMyelo","CMTM7"
3.43128204228469e-140,-0.407934581196199,0.226,0.456,8.20488161951114e-136,"ProMyelo","HERC1"
7.93857701649585e-140,0.31758256387073,0.885,0.767,1.89827253618449e-135,"ProMyelo","EIF3K"
8.51630603614384e-140,0.334401622637221,0.715,0.514,2.03641909936272e-135,"ProMyelo","UQCR10"
1.53739562380687e-139,0.343690204504503,0.797,0.632,3.67622041564698e-135,"ProMyelo","COX5B"
1.68296295499015e-138,-0.360299691668609,0.145,0.371,4.02430101797245e-134,"ProMyelo","EGFL7"
2.00686937464109e-138,-0.429959650185584,0.339,0.559,4.79882604864178e-134,"ProMyelo","FAF1"
6.83877155442399e-138,-0.354820140845546,0.081,0.295,1.63528705409386e-133,"ProMyelo","MAP7"
4.96485136206723e-137,0.270992000520151,0.408,0.213,1.18719525769752e-132,"ProMyelo","MRPL41"
7.68794566595977e-137,-0.434485737111062,0.122,0.339,1.8383415676443e-132,"ProMyelo","CD2AP"
3.49108704325322e-136,-0.863308215536251,0.006,0.188,8.34788733782711e-132,"ProMyelo","ARPP21"
4.56589831875441e-136,-0.312080153514504,0.035,0.233,1.09179760598055e-131,"ProMyelo","VPS37B"
1.07609291170329e-135,0.294227933744523,0.451,0.251,2.57315337046492e-131,"ProMyelo","MGST3"
1.71268682647361e-135,-0.514400472070503,0.614,0.754,4.0953767394637e-131,"ProMyelo","RUNX1"
1.8167441111404e-135,-0.41526317006603,0.04,0.237,4.34419851855893e-131,"ProMyelo","ZHX2"
4.12484927650322e-135,-0.359861888289377,0.127,0.348,9.86333958997449e-131,"ProMyelo","KAT6A"
2.10393487592655e-134,-0.372970649189189,0.066,0.271,5.03092907531555e-130,"ProMyelo","CD109"
2.96451975283794e-134,-0.479301789949207,0.203,0.421,7.08875963298607e-130,"ProMyelo","ARL15"
5.82756885405368e-134,-0.461023437593958,0.085,0.292,1.39348826438132e-129,"ProMyelo","PDZD8"
6.66303390751695e-134,-0.373918368086102,0.292,0.516,1.59326466796545e-129,"ProMyelo","LUC7L3"
7.84096220181899e-134,-0.473140156344581,0.479,0.665,1.87493088169896e-129,"ProMyelo","RERE"
1.82785400773281e-133,-0.497142396368829,0.241,0.454,4.3707645032907e-129,"ProMyelo","SCMH1"
3.1473996498388e-133,-0.286142700110002,0.974,0.993,7.52606204269453e-129,"ProMyelo","MT-CYB"
3.36401859818234e-132,-0.478880414808083,0.551,0.707,8.04404127197361e-128,"ProMyelo","GNAQ"
8.32192436985522e-132,-0.353832043870478,0.122,0.34,1.98993855531978e-127,"ProMyelo","ITSN2"
6.18603632220968e-131,-0.571242853381893,0.487,0.638,1.47920500536678e-126,"ProMyelo","TAOK3"
8.64833306541587e-131,-0.355796954846045,0.054,0.252,2.06798940260224e-126,"ProMyelo","SPTBN1"
2.78305283955458e-130,-0.364259830438877,0.112,0.324,6.65483594994291e-126,"ProMyelo","ASXL1"
1.03287595504785e-129,-0.390542728805231,0.124,0.336,2.46981298371042e-125,"ProMyelo","PACS1"
1.71032823119945e-129,0.345417682673872,0.948,0.885,4.08973686644413e-125,"ProMyelo","RPS26"
1.95273379949215e-129,-0.290396630749596,0.005,0.179,4.66937706134564e-125,"ProMyelo","ZFP36L1"
3.51111856617373e-129,0.322047339061418,0.694,0.501,8.39578671543462e-125,"ProMyelo","ATP5MD"
6.9490478479034e-129,0.288513561681051,0.514,0.31,1.66165632139066e-124,"ProMyelo","PTRHD1"
7.69043517624122e-129,-0.385682909700261,0.011,0.188,1.8389368593428e-124,"ProMyelo","MYLK"
7.85053162736052e-129,-0.27184517446876,0.997,0.996,1.87721912273445e-124,"ProMyelo","RACK1"
1.44242544480383e-128,0.294392109456489,0.941,0.883,3.44912772361491e-124,"ProMyelo","UQCRB"
1.55179283242983e-128,0.311147746584378,0.894,0.78,3.71064702090621e-124,"ProMyelo","TMA7"
4.3779149909533e-128,-0.357494360223615,0.114,0.326,1.04684703263675e-123,"ProMyelo","PLEKHA5"
5.10892836523303e-128,-0.28237578888453,0.026,0.21,1.22164695069452e-123,"ProMyelo","NFATC2"
5.13158979435993e-128,-0.385899428826877,0.199,0.417,1.22706575162735e-123,"ProMyelo","JAK1"
1.03650208114654e-127,0.33212464157483,0.745,0.568,2.47848377643761e-123,"ProMyelo","NDUFB11"
5.12846603057688e-127,-0.387244288159511,0.076,0.276,1.22631879723154e-122,"ProMyelo","AP003086.1"
1.72898045325447e-126,-0.358519310063587,0.071,0.269,4.13433805982208e-122,"ProMyelo","ZNF521"
2.41665872158162e-126,-0.379301595451367,0.276,0.495,5.77871433504596e-122,"ProMyelo","KANSL1"
2.76384306804372e-126,-0.317009609414457,0.109,0.318,6.60890154430613e-122,"ProMyelo","SECISBP2"
1.77052232453343e-125,-0.360987980124313,0.207,0.424,4.23367298242435e-121,"ProMyelo","FAM172A"
6.05969949895469e-125,-0.360127869637799,0.129,0.338,1.44899534419005e-120,"ProMyelo","MICU2"
6.13216636235548e-125,-0.318473011988879,0.056,0.248,1.46632362056644e-120,"ProMyelo","PKIG"
1.16383971055975e-124,-0.342582353748263,0.146,0.36,2.78297351589047e-120,"ProMyelo","EXOC6"
1.24620348311279e-124,-0.343996770857569,0.034,0.217,2.97992176881931e-120,"ProMyelo","PTPRD"
1.67099780180159e-124,-0.438026501313044,0.281,0.49,3.99568994366796e-120,"ProMyelo","RAD51B"
2.8667681265552e-124,-0.342603669367147,0.162,0.377,6.85501594421881e-120,"ProMyelo","GPATCH8"
3.32651831513361e-124,0.257304906762544,1,0.998,7.95437059514749e-120,"ProMyelo","MT-CO2"
5.17022397550188e-124,-0.626209179285835,0.974,0.971,1.23630395702201e-119,"ProMyelo","B2M"
6.80979873088921e-124,-0.423596319157559,0.453,0.642,1.62835907253023e-119,"ProMyelo","TBC1D5"
9.01786394947889e-124,-0.355690835078231,0.202,0.421,2.15635162759939e-119,"ProMyelo","FNIP1"
2.10677670075791e-123,0.259694566746017,0.264,0.114,5.03772444685231e-119,"ProMyelo","AC253572.2"
3.24231446536537e-123,-0.318945153323069,0.024,0.201,7.75302234958168e-119,"ProMyelo","IL12RB2"
4.03371792234592e-123,-0.387757943406961,0.142,0.348,9.64542629591357e-119,"ProMyelo","RFX7"
9.84791129473722e-123,0.284595942642425,0.574,0.363,2.35483254879756e-118,"ProMyelo","RNASET2"
3.76889841850888e-122,-0.37757800811883,0.249,0.462,9.01218989833843e-118,"ProMyelo","NIPBL"
9.09177738217568e-122,-0.402894740817135,0.095,0.292,2.17402580762585e-117,"ProMyelo","TCF7L2"
9.76977800292049e-122,-0.343554102371591,0.304,0.52,2.33614931605835e-117,"ProMyelo","SF1"
1.47059006001098e-121,-0.311788691719435,0.046,0.231,3.51647495149825e-117,"ProMyelo","RHOH"
2.09142688716448e-121,-0.371195475265542,0.056,0.244,5.00101997258771e-117,"ProMyelo","AL050309.1"
2.49969183632541e-121,-0.317630481226193,0.051,0.238,5.97726311902132e-117,"ProMyelo","MARCKSL1"
6.30887391175955e-121,-0.347926045331677,0.084,0.28,1.50857792977994e-116,"ProMyelo","GALNT2"
6.4006158574406e-121,-0.310620055209217,0.029,0.207,1.5305152638312e-116,"ProMyelo","MDK"
2.52127518102639e-120,-0.304348803853248,0.02,0.192,6.0288732128703e-116,"ProMyelo","PITPNM2"
3.68390955959004e-120,-0.34242907888849,0.075,0.268,8.80896453889171e-116,"ProMyelo","PPP3CC"
4.27268164424794e-120,-0.352848974864127,0.098,0.297,1.02168363477257e-115,"ProMyelo","KLHL24"
6.50626179750113e-120,-0.43159925928266,0.263,0.465,1.55577732101847e-115,"ProMyelo","NT5C2"
1.05249285043502e-119,-0.367173233609094,0.229,0.44,2.51672090396023e-115,"ProMyelo","TTC17"
2.53982299378131e-119,-0.41145230901773,0.24,0.446,6.07322474272987e-115,"ProMyelo","FBXO11"
1.58171521696303e-118,-0.395275040885615,0.072,0.26,3.78219742680199e-114,"ProMyelo","C5orf56"
1.7136669972025e-118,0.264369799615429,0.559,0.338,4.09772052371062e-114,"ProMyelo","ANXA1"
1.87981561254855e-118,-0.288381329801411,0.016,0.183,4.4950150927261e-114,"ProMyelo","ITGA9"
2.58691420062663e-118,-0.305971998243071,0.096,0.294,6.18582923653839e-114,"ProMyelo","CD34"
3.12020868410938e-118,-0.467455288147253,0.244,0.446,7.46104300544234e-114,"ProMyelo","AFF1"
1.10014236953393e-117,-0.286299789990012,0.014,0.18,2.63066043402952e-113,"ProMyelo","TNIK"
1.42459427438002e-117,-0.358933708368961,0.215,0.422,3.40648982889749e-113,"ProMyelo","EPC1"
2.97638538397241e-117,-0.346720758398242,0.262,0.471,7.11713273015483e-113,"ProMyelo","SRSF4"
3.60685264085491e-117,-0.315372442165373,0.11,0.309,8.62470603481227e-113,"ProMyelo","KMT2A"
4.21022775020007e-117,-0.321933651396357,0.117,0.317,1.00674965962784e-112,"ProMyelo","DDAH2"
4.44865508550439e-117,-0.305202618820329,0.052,0.235,1.06376240404581e-112,"ProMyelo","TNRC6C"
1.35977902771047e-116,-0.424056684612052,0.365,0.554,3.25150361106128e-112,"ProMyelo","ZFAND3"
1.62396955263412e-116,-0.377553899485162,0.168,0.372,3.88323599425871e-112,"ProMyelo","NFAT5"
2.52681594314525e-116,-0.267643249572824,0.073,0.263,6.04212228324892e-112,"ProMyelo","OCIAD2"
5.18901695125881e-116,-0.345336363151145,0.181,0.388,1.24079773338501e-111,"ProMyelo","RB1CC1"
5.28681162369368e-116,-0.389309272176912,0.271,0.477,1.26418239545763e-111,"ProMyelo","KAT6B"
8.03037040639139e-116,-0.306326457364637,0.107,0.305,1.92022217157631e-111,"ProMyelo","XRN1"
9.87597975347089e-116,-0.341155889268319,0.266,0.475,2.36154427864996e-111,"ProMyelo","PAIP2"
1.38240461770259e-115,-0.379381934110243,0.318,0.52,3.30560592185043e-111,"ProMyelo","MACF1"
2.59739773945209e-115,-0.333260616756164,0.182,0.389,6.21089747457783e-111,"ProMyelo","RSF1"
2.60689500280372e-115,-0.292342934358388,0.044,0.221,6.23360733070426e-111,"ProMyelo","PBXIP1"
3.12999907151245e-115,-0.391795281454534,0.052,0.232,7.48445377980057e-111,"ProMyelo","STK32B"
2.22841609144332e-114,-0.360995423751894,0.184,0.387,5.32858855785928e-110,"ProMyelo","SMARCA4"
3.63871486368508e-114,-0.387035457273371,0.008,0.166,8.70089498204376e-110,"ProMyelo","AJ009632.2"
2.09218471530845e-113,-0.533268019017991,0.148,0.336,5.00283209124555e-109,"ProMyelo","GNG7"
3.80490409001393e-113,0.311738997736992,0.589,0.407,9.09828666004131e-109,"ProMyelo","NDUFB1"
5.01008830224116e-113,-0.538853982030215,0.007,0.164,1.19801231483191e-108,"ProMyelo","CD9"
1.58822472103824e-112,-0.295534962080936,0.037,0.208,3.79776295294664e-108,"ProMyelo","GLCCI1"
1.75785592568084e-112,-0.338304467218671,0.222,0.428,4.20338508948802e-108,"ProMyelo","ZNF292"
3.16598501928704e-112,-0.341420699604542,0.051,0.227,7.57050337811918e-108,"ProMyelo","PIP5K1B"
4.04818937167631e-112,-0.369497770611644,0.224,0.425,9.68003042555238e-108,"ProMyelo","ANKRD12"
4.34425764995267e-112,0.295094851190692,0.719,0.555,1.03879888925668e-107,"ProMyelo","TOMM6"
1.71261414744843e-111,0.262282918626845,0.415,0.236,4.09520294937868e-107,"ProMyelo","EIF4EBP1"
3.59016075232742e-111,-0.283100666856203,0.014,0.172,8.58479239096533e-107,"ProMyelo","CABLES1"
3.8345196450646e-111,-0.312356935298427,0.079,0.263,9.16910337527847e-107,"ProMyelo","CDK17"
8.51864990036785e-111,0.29561334673777,0.55,0.364,2.03697956417596e-106,"ProMyelo","TOMM5"
1.31878810065499e-110,-0.349283142567867,0.301,0.499,3.15348610628622e-106,"ProMyelo","YWHAQ"
2.43531836668447e-110,-0.329921065467533,0.362,0.555,5.8233332784159e-106,"ProMyelo","EIF3D"
2.50949380916505e-110,-0.489481050654587,0.006,0.158,6.00070159647548e-106,"ProMyelo","CD24"
3.67551841652701e-110,-0.282568869484824,0.13,0.327,8.78889963759938e-106,"ProMyelo","SPINT2"
6.71023591469651e-110,-0.300943676612064,0.103,0.293,1.60455161192223e-105,"ProMyelo","HECTD4"
1.11079173906711e-109,-0.325247351145372,0.183,0.384,2.65612520645728e-105,"ProMyelo","DLG1"
1.94340096766463e-109,-0.300149010800412,0.081,0.265,4.64706039387967e-105,"ProMyelo","RABGAP1"
4.74623871337079e-109,0.255507005718512,0.475,0.287,1.13492060114122e-104,"ProMyelo","NPC2"
7.64062933532919e-109,0.290078087607934,0.836,0.707,1.82702728666392e-104,"ProMyelo","COX7A2"
7.75727442768936e-109,-0.332821239920036,0.046,0.216,1.85491946114908e-104,"ProMyelo","CDC42BPA"
1.22712186793951e-108,-0.287830675400674,0.08,0.263,2.93429381061696e-104,"ProMyelo","RASA2"
3.34331280851388e-108,-0.305195457800374,0.07,0.248,7.9945295877184e-104,"ProMyelo","PLXNC1"
9.08567113607358e-108,-0.263153175304814,0.022,0.182,2.17256568205792e-103,"ProMyelo","PLCB4"
1.01421782071385e-107,0.276206577464694,0.687,0.501,2.42519765289095e-103,"ProMyelo","ERP29"
1.22948940023175e-107,-0.337316669393998,0.308,0.509,2.93995505383415e-103,"ProMyelo","ARGLU1"
1.4380717333654e-107,0.259766905821325,0.964,0.922,3.43871712882333e-103,"ProMyelo","ATP5MG"
